region,Sport,Season,Event,0
Bahrain,Athletics,Summer,Athletics Women's Marathon,1
Barbados,Athletics,Summer,Athletics Men's 100 metres,1
Belarus,Athletics,Summer,Athletics Men's Decathlon,1
Belarus,Athletics,Summer,Athletics Men's Discus Throw,2
Belarus,Athletics,Summer,Athletics Men's Hammer Throw,4
Belarus,Athletics,Summer,Athletics Women's 100 metres,1
Belarus,Athletics,Summer,Athletics Women's Discus Throw,3
Belarus,Athletics,Summer,Athletics Women's Hammer Throw,1
Belarus,Athletics,Summer,Athletics Women's Heptathlon,2
Belarus,Athletics,Summer,Athletics Women's Shot Put,3
Belarus,Biathlon,Winter,Biathlon Men's 20 kilometres,2
Belarus,Biathlon,Winter,Biathlon Women's 10 kilometres Pursuit,1
Belarus,Biathlon,Winter,Biathlon Women's 12.5 kilometres Mass Start,1
Belarus,Biathlon,Winter,Biathlon Women's 15 kilometres,3
Belarus,Biathlon,Winter,Biathlon Women's 7.5 kilometres Sprint,1
Belarus,Boxing,Summer,Boxing Men's Heavyweight,1
Belarus,Boxing,Summer,Boxing Men's Light-Heavyweight,1
Belarus,Canoeing,Summer,"Canoeing Men's Canadian Doubles, 1,000 metres",4
Belarus,Canoeing,Summer,"Canoeing Men's Kayak Doubles, 200 metres",2
Belarus,Canoeing,Summer,"Canoeing Men's Kayak Doubles, 500 metres",4
Belarus,Canoeing,Summer,"Canoeing Men's Kayak Fours, 1,000 metres",4
Belarus,Canoeing,Summer,"Canoeing Women's Kayak Fours, 500 metres",8
Belarus,Cycling,Summer,Cycling Women's 500 metres Time Trial,1
Belarus,Freestyle Skiing,Winter,Freestyle Skiing Men's Aerials,5
Belarus,Freestyle Skiing,Winter,Freestyle Skiing Women's Aerials,1
Belarus,Gymnastics,Summer,Gymnastics Men's Horizontal Bar,1
Belarus,Gymnastics,Summer,Gymnastics Men's Horse Vault,1
Belarus,Gymnastics,Summer,Gymnastics Men's Individual All-Around,1
Belarus,Gymnastics,Summer,Gymnastics Men's Parallel Bars,1
Belarus,Judo,Summer,Judo Men's Half-Heavyweight,1
Belarus,Judo,Summer,Judo Men's Lightweight,1
Belarus,Modern Pentathlon,Summer,Modern Pentathlon Men's Individual,1
Belarus,Rhythmic Gymnastics,Summer,Rhythmic Gymnastics Women's Group,18
Belarus,Rhythmic Gymnastics,Summer,Rhythmic Gymnastics Women's Individual,3
Belarus,Rowing,Summer,Rowing Women's Coxed Eights,9
Belarus,Rowing,Summer,Rowing Women's Coxless Pairs,4
Belarus,Rowing,Summer,Rowing Women's Single Sculls,4
Belarus,Shooting,Summer,"Shooting Men's Air Pistol, 10 metres",1
Belarus,Shooting,Summer,"Shooting Men's Free Pistol, 50 metres",2
Belarus,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",3
Belarus,Shooting,Summer,"Shooting Women's Sporting Pistol, 25 metres",1
Belarus,Speed Skating,Winter,"Speed Skating Men's 1,000 metres",1
Belarus,Swimming,Summer,Swimming Women's 100 metres Freestyle,1
Belarus,Swimming,Summer,Swimming Women's 50 metres Freestyle,2
Belarus,Tennis,Summer,Tennis Mixed Doubles,2
Belarus,Tennis,Summer,Tennis Women's Singles,1
Belarus,Trampolining,Summer,Trampolining Men's Individual,1
Belarus,Weightlifting,Summer,Weightlifting Men's Featherweight,1
Belarus,Weightlifting,Summer,Weightlifting Men's Heavyweight,1
Belarus,Weightlifting,Summer,Weightlifting Men's Light-Heavyweight,2
Belarus,Weightlifting,Summer,Weightlifting Men's Lightweight,1
Belarus,Weightlifting,Summer,Weightlifting Men's Middle-Heavyweight,1
Belarus,Weightlifting,Summer,Weightlifting Women's Featherweight,1
Belarus,Weightlifting,Summer,Weightlifting Women's Heavyweight,2
Belarus,Weightlifting,Summer,Weightlifting Women's Light-Heavyweight,1
Belarus,Weightlifting,Summer,Weightlifting Women's Middleweight,2
Belarus,Wrestling,Summer,"Wrestling Men's Heavyweight, Greco-Roman",1
Belarus,Wrestling,Summer,"Wrestling Men's Light-Flyweight, Greco-Roman",1
Belarus,Wrestling,Summer,"Wrestling Men's Light-Heavyweight, Greco-Roman",2
Belarus,Wrestling,Summer,"Wrestling Men's Middleweight, Freestyle",1
Belarus,Wrestling,Summer,"Wrestling Men's Middleweight, Greco-Roman",1
Belarus,Wrestling,Summer,"Wrestling Men's Super-Heavyweight, Freestyle",2
Belarus,Wrestling,Summer,"Wrestling Men's Super-Heavyweight, Greco-Roman",1
Belarus,Wrestling,Summer,"Wrestling Men's Welterweight, Greco-Roman",1
Belarus,Wrestling,Summer,"Wrestling Women's Middleweight, Freestyle",1
Belgium,Archery,Summer,"Archery Men's Au Chapelet, 33 metres",1
Belgium,Archery,Summer,"Archery Men's Au Cordon Dore, 33 metres",1
Belgium,Archery,Summer,"Archery Men's Au Cordon Dore, 50 metres",1
Belgium,Archery,Summer,Archery Men's Championnat Du Monde,1
Belgium,Archery,Summer,"Archery Men's Pole Archery, Large Birds, Individual",3
Belgium,Archery,Summer,"Archery Men's Pole Archery, Large Birds, Team",6
Belgium,Archery,Summer,"Archery Men's Pole Archery, Small Birds, Individual",3
Belgium,Archery,Summer,"Archery Men's Pole Archery, Small Birds, Team",6
Belgium,Archery,Summer,Archery Men's Sur La Perche a La Herse,2
Belgium,Archery,Summer,Archery Men's Sur La Perche a La Pyramide,1
Belgium,Archery,Summer,"Archery Men's Target Archery, 28 metres, Individual",1
Belgium,Archery,Summer,"Archery Men's Target Archery, 28 metres, Team",8
Belgium,Archery,Summer,"Archery Men's Target Archery, 33 metres, Individual",1
Belgium,Archery,Summer,"Archery Men's Target Archery, 33 metres, Team",8
Belgium,Archery,Summer,"Archery Men's Target Archery, 50 metres, Individual",1
Belgium,Archery,Summer,"Archery Men's Target Archery, 50 metres, Team",8
Belgium,Art Competitions,Summer,"Art Competitions Mixed Architecture, Designs For Town Planning",1
Belgium,Art Competitions,Summer,Art Competitions Mixed Literature,1
Belgium,Art Competitions,Summer,Art Competitions Mixed Music,1
Belgium,Art Competitions,Summer,Art Competitions Mixed Painting,1
Belgium,Art Competitions,Summer,Art Competitions Mixed Sculpturing,3
Belgium,Art Competitions,Summer,"Art Competitions Mixed Sculpturing, Medals",1
Belgium,Athletics,Summer,"Athletics Men's 1,500 metres",1
Belgium,Athletics,Summer,"Athletics Men's 10,000 metres",1
Belgium,Athletics,Summer,"Athletics Men's 3,000 metres Steeplechase",1
Belgium,Athletics,Summer,"Athletics Men's 5,000 metres",1
Belgium,Athletics,Summer,Athletics Men's 800 metres,2
Belgium,Athletics,Summer,Athletics Men's Marathon,3
Belgium,Athletics,Summer,Athletics Men's Standing High Jump,1
Belgium,Athletics,Summer,Athletics Women's 4 x 100 metres Relay,4
Belgium,Athletics,Summer,Athletics Women's Heptathlon,1
Belgium,Athletics,Summer,Athletics Women's High Jump,1
Belgium,Bobsleigh,Winter,Bobsleigh Men's Four,4
Belgium,Bobsleigh,Winter,Bobsleigh Men's Four/Five,5
Belgium,Boxing,Summer,Boxing Men's Lightweight,1
Belgium,Boxing,Summer,Boxing Men's Middleweight,2
Belgium,Boxing,Summer,Boxing Men's Welterweight,1
Belgium,Cycling,Summer,"Cycling Men's 1,000 metres Time Trial",3
Belgium,Cycling,Summer,Cycling Men's 20 kilometres,1
Belgium,Cycling,Summer,Cycling Men's 50 kilometres,1
Belgium,Cycling,Summer,Cycling Men's Madison,2
Belgium,Cycling,Summer,"Cycling Men's Mountainbike, Cross-Country",1
Belgium,Cycling,Summer,Cycling Men's Points Race,2
Belgium,Cycling,Summer,"Cycling Men's Road Race, Individual",8
Belgium,Cycling,Summer,"Cycling Men's Road Race, Team",20
Belgium,Cycling,Summer,Cycling Men's Sprint,2
Belgium,Cycling,Summer,"Cycling Men's Tandem Sprint, 2,000 metres",2
Belgium,Cycling,Summer,"Cycling Men's Team Pursuit, 4,000 metres",4
Belgium,Cycling,Summer,Cycling Women's Omnium,1
Belgium,Equestrianism,Summer,"Equestrianism Men's Jumping, Individual",1
Belgium,Equestrianism,Summer,"Equestrianism Men's Jumping, Team",4
Belgium,Equestrianism,Summer,"Equestrianism Men's Three-Day Event, Team",3
Belgium,Equestrianism,Summer,"Equestrianism Men's Vaulting, Individual",2
Belgium,Equestrianism,Summer,"Equestrianism Men's Vaulting, Team",3
Belgium,Equestrianism,Summer,Equestrianism Mixed Four-In-Hand Competition,1
Belgium,Equestrianism,Summer,Equestrianism Mixed High Jump,1
Belgium,Equestrianism,Summer,"Equestrianism Mixed Jumping, Individual",3
Belgium,Equestrianism,Summer,"Equestrianism Mixed Jumping, Team",4
Belgium,Equestrianism,Summer,Equestrianism Mixed Long Jump,1
Belgium,Fencing,Summer,"Fencing Men's Foil, Individual",1
Belgium,Fencing,Summer,"Fencing Men's Foil, Team",12
Belgium,Fencing,Summer,"Fencing Men's Sabre, Masters, Individual",1
Belgium,Fencing,Summer,"Fencing Men's epee, Individual",3
Belgium,Fencing,Summer,"Fencing Men's epee, Masters, Individual",1
Belgium,Fencing,Summer,"Fencing Men's epee, Team",30
Belgium,Figure Skating,Winter,Figure Skating Men's Singles,1
Belgium,Figure Skating,Winter,Figure Skating Mixed Pairs,2
Belgium,Football,Summer,Football Men's Football,23
Belgium,Gymnastics,Summer,Gymnastics Men's Team All-Around,24
Belgium,Gymnastics,Summer,"Gymnastics Men's Team All-Around, Swedish System",24
Belgium,Hockey,Summer,Hockey Men's Hockey,30
Belgium,Judo,Summer,Judo Men's Half-Heavyweight,2
Belgium,Judo,Summer,Judo Men's Heavyweight,1
Belgium,Judo,Summer,Judo Men's Lightweight,1
Belgium,Judo,Summer,Judo Women's Extra-Lightweight,2
Belgium,Judo,Summer,Judo Women's Half-Heavyweight,1
Belgium,Judo,Summer,Judo Women's Half-Lightweight,1
Belgium,Judo,Summer,Judo Women's Half-Middleweight,2
Belgium,Judo,Summer,Judo Women's Lightweight,1
Belgium,Judo,Summer,Judo Women's Middleweight,1
Belgium,Rowing,Summer,Rowing Men's Coxed Eights,18
Belgium,Rowing,Summer,Rowing Men's Coxed Pairs,3
Belgium,Rowing,Summer,Rowing Men's Coxed Pairs (1 mile),2
Belgium,Rowing,Summer,Rowing Men's Coxless Pairs,2
Belgium,Rowing,Summer,Rowing Men's Double Sculls,2
Belgium,Rowing,Summer,Rowing Men's Single Sculls,1
Belgium,Rowing,Summer,Rowing Women's Single Sculls,2
Belgium,Sailing,Summer,Sailing Men's One Person Dinghy,1
Belgium,Sailing,Summer,Sailing Mixed 6 metres,9
Belgium,Sailing,Summer,Sailing Mixed 8 metres,5
Belgium,Sailing,Summer,Sailing Mixed One Person Dinghy,3
Belgium,Sailing,Summer,Sailing Women's One Person Dinghy,1
Belgium,Shooting,Summer,"Shooting Men's Free Pistol, 50 yards",2
Belgium,Shooting,Summer,"Shooting Men's Free Pistol, 50 yards, Team",4
Belgium,Shooting,Summer,"Shooting Men's Free Rifle, Standing, 300 metres",1
Belgium,Shooting,Summer,"Shooting Men's Free Rifle, Three Positions, 300 metres",1
Belgium,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1
Belgium,Shooting,Summer,Shooting Men's Trap,1
Belgium,Shooting,Summer,"Shooting Men's Trap, Team",6
Belgium,Shooting,Summer,Shooting Mixed Trap,1
Belgium,Speed Skating,Winter,"Speed Skating Men's 5,000 metres",1
Belgium,Swimming,Summer,Swimming Men's 100 metres Backstroke,1
Belgium,Swimming,Summer,Swimming Men's 100 metres Breaststroke,1
Belgium,Swimming,Summer,Swimming Men's 100 metres Freestyle,1
Belgium,Swimming,Summer,Swimming Men's 200 metres Breaststroke,1
Belgium,Swimming,Summer,Swimming Women's 200 metres Breaststroke,1
Belgium,Tennis,Summer,Tennis Women's Doubles,2
Belgium,Tennis,Summer,Tennis Women's Singles,1
Belgium,Tug-Of-War,Summer,Tug-Of-War Men's Tug-Of-War,8
Belgium,Water Polo,Summer,Water Polo Men's Water Polo,54
Belgium,Weightlifting,Summer,Weightlifting Men's Featherweight,1
Belgium,Weightlifting,Summer,Weightlifting Men's Heavyweight,1
Belgium,Weightlifting,Summer,Weightlifting Men's Lightweight,2
Belgium,Wrestling,Summer,"Wrestling Men's Bantamweight, Freestyle",1
Belgium,Wrestling,Summer,"Wrestling Men's Featherweight, Freestyle",1
Belgium,Wrestling,Summer,"Wrestling Men's Heavyweight, Greco-Roman",1
Belgium,Wrestling,Summer,"Wrestling Men's Middleweight, Freestyle",1
Bermuda,Boxing,Summer,Boxing Men's Heavyweight,1
Botswana,Athletics,Summer,Athletics Men's 800 metres,1
Brazil,Athletics,Summer,Athletics Men's 200 metres,1
Brazil,Athletics,Summer,Athletics Men's 4 x 100 metres Relay,13
Brazil,Athletics,Summer,Athletics Men's 800 metres,2
Brazil,Athletics,Summer,Athletics Men's High Jump,1
Brazil,Athletics,Summer,Athletics Men's Marathon,1
Brazil,Athletics,Summer,Athletics Men's Pole Vault,1
Brazil,Athletics,Summer,Athletics Men's Triple Jump,6
Brazil,Athletics,Summer,Athletics Women's Long Jump,1
Brazil,Basketball,Summer,Basketball Men's Basketball,34
Brazil,Basketball,Summer,Basketball Women's Basketball,24
Brazil,Beach Volleyball,Summer,Beach Volleyball Men's Beach Volleyball,12
Brazil,Beach Volleyball,Summer,Beach Volleyball Women's Beach Volleyball,14
Brazil,Boxing,Summer,Boxing Men's Flyweight,1
Brazil,Boxing,Summer,Boxing Men's Light-Heavyweight,1
Brazil,Boxing,Summer,Boxing Men's Lightweight,1
Brazil,Boxing,Summer,Boxing Men's Middleweight,1
Brazil,Boxing,Summer,Boxing Women's Lightweight,1
Brazil,Canoeing,Summer,"Canoeing Men's Canadian Doubles, 1,000 metres",2
Brazil,Canoeing,Summer,"Canoeing Men's Canadian Singles, 1,000 metres",1
Brazil,Canoeing,Summer,"Canoeing Men's Canadian Singles, 200 metres",1
Brazil,Equestrianism,Summer,"Equestrianism Mixed Jumping, Individual",1
Brazil,Equestrianism,Summer,"Equestrianism Mixed Jumping, Team",8
Brazil,Football,Summer,Football Men's Football,101
Brazil,Football,Summer,Football Women's Football,35
Brazil,Gymnastics,Summer,Gymnastics Men's Floor Exercise,2
Brazil,Gymnastics,Summer,Gymnastics Men's Rings,2
Brazil,Judo,Summer,Judo Men's Extra-Lightweight,1
Brazil,Judo,Summer,Judo Men's Half-Heavyweight,4
Brazil,Judo,Summer,Judo Men's Half-Lightweight,2
Brazil,Judo,Summer,Judo Men's Half-Middleweight,2
Brazil,Judo,Summer,Judo Men's Heavyweight,2
Brazil,Judo,Summer,Judo Men's Lightweight,4
Brazil,Judo,Summer,Judo Men's Middleweight,2
Brazil,Judo,Summer,Judo Women's Extra-Lightweight,1
Brazil,Judo,Summer,Judo Women's Half-Heavyweight,2
Brazil,Judo,Summer,Judo Women's Lightweight,2
Brazil,Modern Pentathlon,Summer,Modern Pentathlon Women's Individual,1
Brazil,Sailing,Summer,Sailing Men's Two Person Keelboat,6
Brazil,Sailing,Summer,Sailing Mixed Multihull,6
Brazil,Sailing,Summer,Sailing Mixed One Person Dinghy,3
Brazil,Sailing,Summer,Sailing Mixed Three Person Keelboat,3
Brazil,Sailing,Summer,Sailing Mixed Two Person Dinghy,2
Brazil,Sailing,Summer,Sailing Mixed Two Person Heavyweight Dinghy,4
Brazil,Sailing,Summer,Sailing Mixed Two Person Keelboat,6
Brazil,Sailing,Summer,Sailing Women's Skiff,2
Brazil,Sailing,Summer,Sailing Women's Two Person Dinghy,2
Brazil,Shooting,Summer,"Shooting Men's Air Pistol, 10 metres",1
Brazil,Shooting,Summer,"Shooting Men's Free Pistol, 50 metres",1
Brazil,Shooting,Summer,"Shooting Men's Free Pistol, 50 metres, Team",5
Brazil,Shooting,Summer,"Shooting Men's Military Pistol, 30 metres",1
Brazil,Swimming,Summer,"Swimming Men's 1,500 metres Freestyle",1
Brazil,Swimming,Summer,Swimming Men's 100 metres Freestyle,4
Brazil,Swimming,Summer,Swimming Men's 200 metres Freestyle,1
Brazil,Swimming,Summer,Swimming Men's 4 x 100 metres Freestyle Relay,4
Brazil,Swimming,Summer,Swimming Men's 4 x 200 metres Freestyle Relay,4
Brazil,Swimming,Summer,Swimming Men's 400 metres Individual Medley,2
Brazil,Swimming,Summer,Swimming Men's 50 metres Freestyle,3
Brazil,Swimming,Summer,Swimming Women's 10 kilometres Open Water,1
Brazil,Taekwondo,Summer,Taekwondo Men's Heavyweight,1
Brazil,Taekwondo,Summer,Taekwondo Women's Heavyweight,1
Brazil,Volleyball,Summer,Volleyball Men's Volleyball,72
Brazil,Volleyball,Summer,Volleyball Women's Volleyball,48
Bulgaria,Athletics,Summer,Athletics Men's 100 metres,1
Bulgaria,Athletics,Summer,Athletics Men's Triple Jump,1
Bulgaria,Athletics,Summer,Athletics Women's 100 metres Hurdles,2
Bulgaria,Athletics,Summer,Athletics Women's 800 metres,1
Bulgaria,Athletics,Summer,Athletics Women's Discus Throw,5
Bulgaria,Athletics,Summer,Athletics Women's High Jump,5
Bulgaria,Athletics,Summer,Athletics Women's Long Jump,1
Bulgaria,Athletics,Summer,Athletics Women's Shot Put,2
Bulgaria,Athletics,Summer,Athletics Women's Triple Jump,1
Bulgaria,Basketball,Summer,Basketball Women's Basketball,24
Bulgaria,Biathlon,Winter,Biathlon Women's 10 kilometres Pursuit,1
Bulgaria,Biathlon,Winter,Biathlon Women's 15 kilometres,1
Bulgaria,Boxing,Summer,Boxing Men's Bantamweight,1
Bulgaria,Boxing,Summer,Boxing Men's Featherweight,2
Bulgaria,Boxing,Summer,Boxing Men's Flyweight,2
Bulgaria,Boxing,Summer,Boxing Men's Heavyweight,1
Bulgaria,Boxing,Summer,Boxing Men's Light-Flyweight,4
Bulgaria,Boxing,Summer,Boxing Men's Light-Heavyweight,2
Bulgaria,Boxing,Summer,Boxing Men's Light-Welterweight,3
Bulgaria,Boxing,Summer,Boxing Men's Lightweight,1
Bulgaria,Boxing,Summer,Boxing Men's Middleweight,1
Bulgaria,Boxing,Summer,Boxing Men's Super-Heavyweight,1
Bulgaria,Canoeing,Summer,"Canoeing Men's Canadian Doubles, 1,000 metres",2
Bulgaria,Canoeing,Summer,"Canoeing Men's Canadian Doubles, 500 metres",4
Bulgaria,Canoeing,Summer,"Canoeing Men's Canadian Singles, 1,000 metres",3
Bulgaria,Canoeing,Summer,"Canoeing Men's Canadian Singles, 500 metres",3
Bulgaria,Canoeing,Summer,"Canoeing Men's Kayak Doubles, 1,000 metres",2
Bulgaria,Canoeing,Summer,"Canoeing Men's Kayak Fours, 1,000 metres",4
Bulgaria,Canoeing,Summer,"Canoeing Men's Kayak Singles, 1,000 metres",1
Bulgaria,Canoeing,Summer,"Canoeing Men's Kayak Singles, 500 metres",1
Bulgaria,Canoeing,Summer,"Canoeing Women's Kayak Doubles, 500 metres",2
Bulgaria,Canoeing,Summer,"Canoeing Women's Kayak Fours, 500 metres",4
Bulgaria,Canoeing,Summer,"Canoeing Women's Kayak Singles, 500 metres",2
Bulgaria,Cross Country Skiing,Winter,Cross Country Skiing Men's 30 kilometres,1
Bulgaria,Equestrianism,Summer,"Equestrianism Mixed Dressage, Team",3
Bulgaria,Football,Summer,Football Men's Football,32
Bulgaria,Gymnastics,Summer,Gymnastics Men's Floor Exercise,2
Bulgaria,Gymnastics,Summer,Gymnastics Men's Horizontal Bar,2
Bulgaria,Gymnastics,Summer,Gymnastics Men's Individual All-Around,1
Bulgaria,Gymnastics,Summer,Gymnastics Men's Pommelled Horse,1
Bulgaria,Gymnastics,Summer,Gymnastics Men's Rings,3
Bulgaria,Gymnastics,Summer,Gymnastics Women's Floor Exercise,1
Bulgaria,Judo,Summer,Judo Men's Half-Lightweight,2
Bulgaria,Judo,Summer,Judo Men's Heavyweight,1
Bulgaria,Rhythmic Gymnastics,Summer,Rhythmic Gymnastics Women's Group,17
Bulgaria,Rhythmic Gymnastics,Summer,Rhythmic Gymnastics Women's Individual,1
Bulgaria,Rowing,Summer,Rowing Men's Quadruple Sculls,4
Bulgaria,Rowing,Summer,Rowing Men's Single Sculls,1
Bulgaria,Rowing,Summer,Rowing Women's Coxed Fours,10
Bulgaria,Rowing,Summer,Rowing Women's Coxed Quadruple Sculls,5
Bulgaria,Rowing,Summer,Rowing Women's Coxless Pairs,6
Bulgaria,Rowing,Summer,Rowing Women's Double Sculls,4
Bulgaria,Rowing,Summer,Rowing Women's Single Sculls,4
Bulgaria,Shooting,Summer,"Shooting Men's Air Pistol, 10 metres",2
Bulgaria,Shooting,Summer,"Shooting Men's Free Pistol, 50 metres",1
Bulgaria,Shooting,Summer,"Shooting Men's Rapid-Fire Pistol, 25 metres",1
Bulgaria,Shooting,Summer,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1
Bulgaria,Shooting,Summer,"Shooting Mixed Free Pistol, 50 metres",1
Bulgaria,Shooting,Summer,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",1
Bulgaria,Shooting,Summer,"Shooting Women's Air Pistol, 10 metres",3
Bulgaria,Shooting,Summer,"Shooting Women's Air Rifle, 10 metres",1
Bulgaria,Shooting,Summer,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",2
Bulgaria,Shooting,Summer,"Shooting Women's Sporting Pistol, 25 metres",3
Bulgaria,Short Track Speed Skating,Winter,"Short Track Speed Skating Women's 1,500 metres",1
