Event,Sport,Season,Year,0
Athletics Men's 200 metres,Athletics,Summer,1924,65
Athletics Men's 200 metres,Athletics,Summer,1928,59
Athletics Men's 200 metres,Athletics,Summer,1932,25
Athletics Men's 200 metres,Athletics,Summer,1936,44
Athletics Men's 200 metres,Athletics,Summer,1948,51
Athletics Men's 200 metres,Athletics,Summer,1952,71
Athletics Men's 200 metres,Athletics,Summer,1956,67
Athletics Men's 200 metres,Athletics,Summer,1960,62
Athletics Men's 200 metres,Athletics,Summer,1964,57
Athletics Men's 200 metres,Athletics,Summer,1968,50
Athletics Men's 200 metres,Athletics,Summer,1972,57
Athletics Men's 200 metres,Athletics,Summer,1976,45
Athletics Men's 200 metres,Athletics,Summer,1980,57
Athletics Men's 200 metres,Athletics,Summer,1984,76
Athletics Men's 200 metres,Athletics,Summer,1988,72
Athletics Men's 200 metres,Athletics,Summer,1992,79
Athletics Men's 200 metres,Athletics,Summer,1996,78
Athletics Men's 200 metres,Athletics,Summer,2000,67
Athletics Men's 200 metres,Athletics,Summer,2004,54
Athletics Men's 200 metres,Athletics,Summer,2008,63
Athletics Men's 200 metres,Athletics,Summer,2012,54
Athletics Men's 200 metres,Athletics,Summer,2016,77
Athletics Men's 200 metres Hurdles,Athletics,Summer,1900,11
Athletics Men's 200 metres Hurdles,Athletics,Summer,1904,5
"Athletics Men's 3 mile, Team",Athletics,Summer,1908,28
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1920,16
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1924,20
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1928,22
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1932,15
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1936,28
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1948,26
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1952,35
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1956,23
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1960,32
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1964,29
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1968,40
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1972,49
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1976,24
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1980,31
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1984,35
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1988,32
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1992,32
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,1996,35
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,2000,40
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,2004,39
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,2008,39
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,2012,39
"Athletics Men's 3,000 metres Steeplechase",Athletics,Summer,2016,45
"Athletics Men's 3,000 metres Walk",Athletics,Summer,1906,8
"Athletics Men's 3,000 metres Walk",Athletics,Summer,1920,22
"Athletics Men's 3,000 metres, Team",Athletics,Summer,1912,24
"Athletics Men's 3,000 metres, Team",Athletics,Summer,1920,31
"Athletics Men's 3,000 metres, Team",Athletics,Summer,1924,44
"Athletics Men's 3,200 metres Steeplechase",Athletics,Summer,1908,24
"Athletics Men's 3,500 metres Walk",Athletics,Summer,1908,25
"Athletics Men's 4 mile, Team",Athletics,Summer,1904,10
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1912,33
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1920,52
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1924,60
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1928,52
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1932,32
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1936,60
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1948,60
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1952,88
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1956,72
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1960,78
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1964,85
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1968,76
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1972,112
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1976,80
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1980,64
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1984,85
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1988,127
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1992,104
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,1996,154
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,2000,168
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,2004,65
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,2008,66
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,2012,67
Athletics Men's 4 x 100 metres Relay,Athletics,Summer,2016,70
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1912,28
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1920,24
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1924,28
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1928,56
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1932,28
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1936,48
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1948,60
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1952,72
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1956,61
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1960,76
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1964,68
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1968,65
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1972,85
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1976,64
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1980,97
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1984,109
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1988,99
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1992,102
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,1996,151
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,2000,152
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,2004,68
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,2008,70
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,2012,70
Athletics Men's 4 x 400 metres Relay,Athletics,Summer,2016,68
"Athletics Men's 4,000 metres Steeplechase",Athletics,Summer,1900,8
Athletics Men's 400 metres,Athletics,Summer,1896,7
Athletics Men's 400 metres,Athletics,Summer,1900,15
Athletics Men's 400 metres,Athletics,Summer,1904,12
Athletics Men's 400 metres,Athletics,Summer,1906,25
Athletics Men's 400 metres,Athletics,Summer,1908,37
Athletics Men's 400 metres,Athletics,Summer,1912,49
Athletics Men's 400 metres,Athletics,Summer,1920,37
Athletics Men's 400 metres,Athletics,Summer,1924,60
Athletics Men's 400 metres,Athletics,Summer,1928,50
Athletics Men's 400 metres,Athletics,Summer,1932,27
Athletics Men's 400 metres,Athletics,Summer,1936,42
Athletics Men's 400 metres,Athletics,Summer,1948,53
Athletics Men's 400 metres,Athletics,Summer,1952,71
Athletics Men's 400 metres,Athletics,Summer,1956,43
Athletics Men's 400 metres,Athletics,Summer,1960,54
Athletics Men's 400 metres,Athletics,Summer,1964,50
Athletics Men's 400 metres,Athletics,Summer,1968,55
Athletics Men's 400 metres,Athletics,Summer,1972,64
Athletics Men's 400 metres,Athletics,Summer,1976,44
Athletics Men's 400 metres,Athletics,Summer,1980,50
Athletics Men's 400 metres,Athletics,Summer,1984,80
Athletics Men's 400 metres,Athletics,Summer,1988,75
Athletics Men's 400 metres,Athletics,Summer,1992,68
Athletics Men's 400 metres,Athletics,Summer,1996,62
Athletics Men's 400 metres,Athletics,Summer,2000,68
Athletics Men's 400 metres,Athletics,Summer,2004,62
Athletics Men's 400 metres,Athletics,Summer,2008,55
Athletics Men's 400 metres,Athletics,Summer,2012,49
Athletics Men's 400 metres,Athletics,Summer,2016,52
Athletics Men's 400 metres Hurdles,Athletics,Summer,1900,5
Athletics Men's 400 metres Hurdles,Athletics,Summer,1904,4
Athletics Men's 400 metres Hurdles,Athletics,Summer,1908,15
Athletics Men's 400 metres Hurdles,Athletics,Summer,1920,19
Athletics Men's 400 metres Hurdles,Athletics,Summer,1924,23
Athletics Men's 400 metres Hurdles,Athletics,Summer,1928,25
Athletics Men's 400 metres Hurdles,Athletics,Summer,1932,18
Athletics Men's 400 metres Hurdles,Athletics,Summer,1936,32
Athletics Men's 400 metres Hurdles,Athletics,Summer,1948,25
Athletics Men's 400 metres Hurdles,Athletics,Summer,1952,40
Athletics Men's 400 metres Hurdles,Athletics,Summer,1956,28
Athletics Men's 400 metres Hurdles,Athletics,Summer,1960,34
Athletics Men's 400 metres Hurdles,Athletics,Summer,1964,39
Athletics Men's 400 metres Hurdles,Athletics,Summer,1968,30
Athletics Men's 400 metres Hurdles,Athletics,Summer,1972,37
Athletics Men's 400 metres Hurdles,Athletics,Summer,1976,22
Athletics Men's 400 metres Hurdles,Athletics,Summer,1980,22
Athletics Men's 400 metres Hurdles,Athletics,Summer,1984,45
Athletics Men's 400 metres Hurdles,Athletics,Summer,1988,37
Athletics Men's 400 metres Hurdles,Athletics,Summer,1992,47
Athletics Men's 400 metres Hurdles,Athletics,Summer,1996,55
Athletics Men's 400 metres Hurdles,Athletics,Summer,2000,62
Athletics Men's 400 metres Hurdles,Athletics,Summer,2004,35
Athletics Men's 400 metres Hurdles,Athletics,Summer,2008,26
Athletics Men's 400 metres Hurdles,Athletics,Summer,2012,49
Athletics Men's 400 metres Hurdles,Athletics,Summer,2016,47
Athletics Men's 5 mile,Athletics,Summer,1906,28
Athletics Men's 5 mile,Athletics,Summer,1908,35
"Athletics Men's 5,000 metres",Athletics,Summer,1912,31
"Athletics Men's 5,000 metres",Athletics,Summer,1920,38
"Athletics Men's 5,000 metres",Athletics,Summer,1924,39
"Athletics Men's 5,000 metres",Athletics,Summer,1928,38
"Athletics Men's 5,000 metres",Athletics,Summer,1932,18
"Athletics Men's 5,000 metres",Athletics,Summer,1936,41
"Athletics Men's 5,000 metres",Athletics,Summer,1948,33
"Athletics Men's 5,000 metres",Athletics,Summer,1952,45
"Athletics Men's 5,000 metres",Athletics,Summer,1956,23
"Athletics Men's 5,000 metres",Athletics,Summer,1960,48
"Athletics Men's 5,000 metres",Athletics,Summer,1964,48
"Athletics Men's 5,000 metres",Athletics,Summer,1968,39
"Athletics Men's 5,000 metres",Athletics,Summer,1972,61
"Athletics Men's 5,000 metres",Athletics,Summer,1976,36
"Athletics Men's 5,000 metres",Athletics,Summer,1980,35
"Athletics Men's 5,000 metres",Athletics,Summer,1984,56
"Athletics Men's 5,000 metres",Athletics,Summer,1988,56
"Athletics Men's 5,000 metres",Athletics,Summer,1992,56
"Athletics Men's 5,000 metres",Athletics,Summer,1996,37
"Athletics Men's 5,000 metres",Athletics,Summer,2000,36
"Athletics Men's 5,000 metres",Athletics,Summer,2004,36
"Athletics Men's 5,000 metres",Athletics,Summer,2008,39
"Athletics Men's 5,000 metres",Athletics,Summer,2012,42
"Athletics Men's 5,000 metres",Athletics,Summer,2016,51
"Athletics Men's 5,000 metres, Team",Athletics,Summer,1900,10
Athletics Men's 50 kilometres Walk,Athletics,Summer,1932,15
Athletics Men's 50 kilometres Walk,Athletics,Summer,1936,33
Athletics Men's 50 kilometres Walk,Athletics,Summer,1948,23
Athletics Men's 50 kilometres Walk,Athletics,Summer,1952,31
Athletics Men's 50 kilometres Walk,Athletics,Summer,1956,21
Athletics Men's 50 kilometres Walk,Athletics,Summer,1960,39
Athletics Men's 50 kilometres Walk,Athletics,Summer,1964,34
Athletics Men's 50 kilometres Walk,Athletics,Summer,1968,36
Athletics Men's 50 kilometres Walk,Athletics,Summer,1972,36
Athletics Men's 50 kilometres Walk,Athletics,Summer,1980,27
Athletics Men's 50 kilometres Walk,Athletics,Summer,1984,31
Athletics Men's 50 kilometres Walk,Athletics,Summer,1988,42
Athletics Men's 50 kilometres Walk,Athletics,Summer,1992,42
Athletics Men's 50 kilometres Walk,Athletics,Summer,1996,51
Athletics Men's 50 kilometres Walk,Athletics,Summer,2000,56
Athletics Men's 50 kilometres Walk,Athletics,Summer,2004,54
Athletics Men's 50 kilometres Walk,Athletics,Summer,2008,59
Athletics Men's 50 kilometres Walk,Athletics,Summer,2012,63
Athletics Men's 50 kilometres Walk,Athletics,Summer,2016,80
Athletics Men's 56-pound Weight Throw,Athletics,Summer,1904,6
Athletics Men's 56-pound Weight Throw,Athletics,Summer,1920,12
Athletics Men's 60 metres,Athletics,Summer,1900,10
Athletics Men's 60 metres,Athletics,Summer,1904,12
Athletics Men's 800 metres,Athletics,Summer,1896,9
Athletics Men's 800 metres,Athletics,Summer,1900,18
Athletics Men's 800 metres,Athletics,Summer,1904,13
Athletics Men's 800 metres,Athletics,Summer,1906,23
Athletics Men's 800 metres,Athletics,Summer,1908,38
Athletics Men's 800 metres,Athletics,Summer,1912,47
Athletics Men's 800 metres,Athletics,Summer,1920,40
Athletics Men's 800 metres,Athletics,Summer,1924,50
Athletics Men's 800 metres,Athletics,Summer,1928,49
Athletics Men's 800 metres,Athletics,Summer,1932,21
Athletics Men's 800 metres,Athletics,Summer,1936,42
Athletics Men's 800 metres,Athletics,Summer,1948,41
Athletics Men's 800 metres,Athletics,Summer,1952,50
Athletics Men's 800 metres,Athletics,Summer,1956,38
Athletics Men's 800 metres,Athletics,Summer,1960,51
Athletics Men's 800 metres,Athletics,Summer,1964,47
Athletics Men's 800 metres,Athletics,Summer,1968,43
Athletics Men's 800 metres,Athletics,Summer,1972,61
Athletics Men's 800 metres,Athletics,Summer,1976,42
Athletics Men's 800 metres,Athletics,Summer,1980,41
Athletics Men's 800 metres,Athletics,Summer,1984,69
Athletics Men's 800 metres,Athletics,Summer,1988,70
Athletics Men's 800 metres,Athletics,Summer,1992,59
Athletics Men's 800 metres,Athletics,Summer,1996,56
Athletics Men's 800 metres,Athletics,Summer,2000,61
Athletics Men's 800 metres,Athletics,Summer,2004,72
Athletics Men's 800 metres,Athletics,Summer,2008,58
Athletics Men's 800 metres,Athletics,Summer,2012,55
Athletics Men's 800 metres,Athletics,Summer,2016,56
Athletics Men's All-Around Championship,Athletics,Summer,1904,7
"Athletics Men's Cross-Country, Individual",Athletics,Summer,1912,45
"Athletics Men's Cross-Country, Individual",Athletics,Summer,1920,47
"Athletics Men's Cross-Country, Individual",Athletics,Summer,1924,38
"Athletics Men's Cross-Country, Team",Athletics,Summer,1912,41
"Athletics Men's Cross-Country, Team",Athletics,Summer,1920,41
"Athletics Men's Cross-Country, Team",Athletics,Summer,1924,34
Athletics Men's Decathlon,Athletics,Summer,1912,29
Athletics Men's Decathlon,Athletics,Summer,1920,23
Athletics Men's Decathlon,Athletics,Summer,1924,36
Athletics Men's Decathlon,Athletics,Summer,1928,38
Athletics Men's Decathlon,Athletics,Summer,1932,15
Athletics Men's Decathlon,Athletics,Summer,1936,28
Athletics Men's Decathlon,Athletics,Summer,1948,35
Athletics Men's Decathlon,Athletics,Summer,1952,28
Athletics Men's Decathlon,Athletics,Summer,1956,15
Athletics Men's Decathlon,Athletics,Summer,1960,30
Athletics Men's Decathlon,Athletics,Summer,1964,22
Athletics Men's Decathlon,Athletics,Summer,1968,33
Athletics Men's Decathlon,Athletics,Summer,1972,33
Athletics Men's Decathlon,Athletics,Summer,1976,28
Athletics Men's Decathlon,Athletics,Summer,1980,21
Athletics Men's Decathlon,Athletics,Summer,1984,26
Athletics Men's Decathlon,Athletics,Summer,1988,39
Athletics Men's Decathlon,Athletics,Summer,1992,36
Athletics Men's Decathlon,Athletics,Summer,1996,40
Athletics Men's Decathlon,Athletics,Summer,2000,38
Athletics Men's Decathlon,Athletics,Summer,2004,39
Athletics Men's Decathlon,Athletics,Summer,2008,40
Athletics Men's Decathlon,Athletics,Summer,2012,31
Athletics Men's Decathlon,Athletics,Summer,2016,32
Athletics Men's Discus Throw,Athletics,Summer,1896,9
Athletics Men's Discus Throw,Athletics,Summer,1900,17
Athletics Men's Discus Throw,Athletics,Summer,1904,6
Athletics Men's Discus Throw,Athletics,Summer,1906,21
Athletics Men's Discus Throw,Athletics,Summer,1908,42
Athletics Men's Discus Throw,Athletics,Summer,1912,41
Athletics Men's Discus Throw,Athletics,Summer,1920,17
Athletics Men's Discus Throw,Athletics,Summer,1924,32
Athletics Men's Discus Throw,Athletics,Summer,1928,34
Athletics Men's Discus Throw,Athletics,Summer,1932,18
Athletics Men's Discus Throw,Athletics,Summer,1936,31
Athletics Men's Discus Throw,Athletics,Summer,1948,28
Athletics Men's Discus Throw,Athletics,Summer,1952,32
Athletics Men's Discus Throw,Athletics,Summer,1956,20
Athletics Men's Discus Throw,Athletics,Summer,1960,35
Athletics Men's Discus Throw,Athletics,Summer,1964,29
Athletics Men's Discus Throw,Athletics,Summer,1968,27
Athletics Men's Discus Throw,Athletics,Summer,1972,29
Athletics Men's Discus Throw,Athletics,Summer,1976,30
Athletics Men's Discus Throw,Athletics,Summer,1980,18
Athletics Men's Discus Throw,Athletics,Summer,1984,20
Athletics Men's Discus Throw,Athletics,Summer,1988,29
Athletics Men's Discus Throw,Athletics,Summer,1992,32
Athletics Men's Discus Throw,Athletics,Summer,1996,40
Athletics Men's Discus Throw,Athletics,Summer,2000,45
Athletics Men's Discus Throw,Athletics,Summer,2004,39
Athletics Men's Discus Throw,Athletics,Summer,2008,37
Athletics Men's Discus Throw,Athletics,Summer,2012,41
Athletics Men's Discus Throw,Athletics,Summer,2016,35
"Athletics Men's Discus Throw, Both Hands",Athletics,Summer,1912,20
"Athletics Men's Discus Throw, Greek Style",Athletics,Summer,1906,21
"Athletics Men's Discus Throw, Greek Style",Athletics,Summer,1908,23
Athletics Men's Hammer Throw,Athletics,Summer,1900,5
Athletics Men's Hammer Throw,Athletics,Summer,1904,6
Athletics Men's Hammer Throw,Athletics,Summer,1908,19
Athletics Men's Hammer Throw,Athletics,Summer,1912,14
Athletics Men's Hammer Throw,Athletics,Summer,1920,12
Athletics Men's Hammer Throw,Athletics,Summer,1924,15
Athletics Men's Hammer Throw,Athletics,Summer,1928,16
Athletics Men's Hammer Throw,Athletics,Summer,1932,14
Athletics Men's Hammer Throw,Athletics,Summer,1936,27
Athletics Men's Hammer Throw,Athletics,Summer,1948,24
Athletics Men's Hammer Throw,Athletics,Summer,1952,33
Athletics Men's Hammer Throw,Athletics,Summer,1956,22
Athletics Men's Hammer Throw,Athletics,Summer,1960,28
Athletics Men's Hammer Throw,Athletics,Summer,1964,24
Athletics Men's Hammer Throw,Athletics,Summer,1968,22
Athletics Men's Hammer Throw,Athletics,Summer,1972,31
Athletics Men's Hammer Throw,Athletics,Summer,1976,20
Athletics Men's Hammer Throw,Athletics,Summer,1980,17
Athletics Men's Hammer Throw,Athletics,Summer,1984,23
Athletics Men's Hammer Throw,Athletics,Summer,1988,30
Athletics Men's Hammer Throw,Athletics,Summer,1992,27
